84,17,99,38.89
86,20,100,37.85
90,14,94,36.17
82,12,99,36.26
85,17,94,36.49
98,19,100,35.31
86,15,98,37.79
96,17,94,37.63
91,15,94,35.62
85,13,93,35.55
79,16,95,38.18
71,14,99,36.41
79,13,94,37.14
75,19,99,38.46
95,15,96,37.16
85,16,97,37.66
96,17,99,37.62
87,15,94,35.21
75,12,100,35.31
76,18,94,35.71
79,16,94,35.65
72,12,95,35.41
73,15,98,38.01
93,19,94,37.04
79,20,96,38.07
97,18,99,38.3
80,14,95,38.78
89,20,93,37.97
95,20,96,35.41
82,19,98,36.19
81,19,95,38.45
73,15,97,36.28
75,15,99,37.44
98,15,95,38.39
81,13,99,38.13
79,20,95,35.88
81,19,100,36.13
97,18,100,38.15
98,13,98,36.51
96,13,98,36.69
93,12,97,36.42
81,12,97,35.72
92,18,97,38.39
84,16,98,35.62
80,15,98,36.55
100,19,94,37.53
87,20,99,37.13
93,20,98,37
77,16,99,36.82
95,15,96,35.83
83,14,93,37.89
82,16,95,37.55
70,16,99,36.61
94,13,97,37.09
92,16,96,35.98
75,19,98,37.24
93,18,93,37.75
89,17,99,36.22
73,20,96,36.91
96,15,93,38.74
72,16,94,35.62
92,13,99,35.04
84,17,93,35.62
84,19,93,36.4
74,15,93,36.05
90,19,97,37.66
79,14,93,38.42
74,13,96,36.02
99,16,94,36.07
98,18,98,38.64
82,19,98,37.55
73,12,98,35.4
70,14,100,37.35
96,16,100,35.38
100,20,94,37.92
90,14,98,36.35
89,12,98,35.62
88,14,96,37.91
91,18,97,38.67
93,18,96,38.68
100,15,99,36.04
73,12,93,35.55
81,20,98,36
73,12,95,37.46
83,20,93,37.29
93,16,96,35.83
77,15,96,35.68
77,20,93,37.68
94,20,93,35.96
85,16,100,35.96
97,19,99,38.02
77,16,98,37.46
99,15,93,38.36
72,12,93,36.79
70,16,98,38.6
95,12,96,35.91
75,16,99,36.24
84,13,98,38.45
71,14,95,37.31
87,15,100,36.11
77,14,96,36.95
76,18,93,39
89,20,98,38.61
80,16,97,36.14
93,15,99,38.39
71,18,96,37.64
70,14,95,36.85
89,20,93,38.43
85,17,97,35.91
82,15,96,35.44
76,17,96,38.9
94,14,94,37.18
85,16,96,35.09
89,17,96,37.23
89,12,96,35.75
81,14,100,38.29
70,12,96,37.79
90,12,98,37.73
100,13,98,35.15
73,20,94,36.36
93,13,97,37.25
87,14,93,37.64
79,13,100,38.24
82,14,95,36.85
76,19,94,35.48
92,14,99,35.28
89,18,100,38.24
70,18,93,37.32
85,17,95,38.47
86,13,96,37.52
85,17,94,36.91
82,13,97,36.85
78,20,98,38.12
91,18,100,38.72
93,18,95,38.6
79,15,100,37.22
72,17,97,37.03
71,17,95,35.97
83,16,96,37.44
91,20,100,35.7
79,15,93,36.9
83,17,98,37.06
75,17,95,37.74
88,18,98,37.41
73,18,97,37.56
90,17,100,37.63
77,18,96,38.67
88,18,99,35.26
92,12,95,36.38
70,20,96,35.14
85,15,93,36.05
89,12,100,36.34
89,19,94,36.06
90,20,99,35.55
92,17,96,37.09
76,18,100,37.8
82,16,98,37.71
70,19,99,35.2
100,16,98,38.83
76,18,99,36.22
85,19,98,38.69
89,13,98,38.4
90,13,98,38.59
86,17,98,36.77
92,18,93,36.52
74,18,94,37.29
83,18,99,38.79
96,20,96,36.47
72,14,100,37.86
92,15,96,36.53
82,13,93,35.24
80,17,96,38.98
94,18,98,37.3
95,14,97,36.05
93,15,98,37.01
85,19,95,36.28
80,19,93,37.61
89,19,99,38.75
96,20,100,37.95
94,20,96,35.18
80,12,95,38.29
96,16,97,37.29
74,13,97,36.26
79,16,98,38.93
79,14,93,37.11
80,19,96,38.49
73,15,98,36.65
98,13,98,38.58
97,13,94,38.35
92,15,100,35.55
93,19,95,36.99
79,19,93,36.7
86,19,97,37.97
100,16,99,35.08
92,12,98,37.22
85,13,98,37.26
78,12,95,35.05
100,18,93,35.53
73,16,94,38.6
93,16,96,35.59
93,16,94,35.82
84,12,95,38.69
92,17,94,35.65
87,18,99,36.77
91,18,93,37.63
72,15,96,38.61
87,16,98,38.55
87,18,100,35.52
72,12,99,36.34
74,16,99,36.24
78,18,100,36.4
97,16,93,38.96
92,19,99,36.6
96,15,94,35.36
71,19,99,36.06
97,13,99,38.99
80,12,99,36.28
78,16,95,35.17
71,14,94,35.7
83,16,99,36.25
70,15,98,38.95
79,15,95,38.5
96,15,94,37.68
74,17,94,37.22
93,13,94,36.4
98,14,94,37.23
83,14,98,37.77
73,12,94,36.78
86,15,97,37.45
96,17,95,38.43
77,12,99,37.06
90,14,98,36.29
86,19,100,38.11
92,16,94,35.82
92,17,97,37.75
70,13,93,38.48
92,16,100,36.49
97,14,96,36.73
91,15,97,35.69
72,19,95,35.48
81,12,96,38.37
90,12,94,37.31
76,19,98,38.33
75,19,95,36.2
86,19,97,37.27
75,18,98,36
92,12,95,36.59
96,17,95,35.08
91,14,97,36.95
86,19,98,37.84
100,20,98,37.45
73,20,100,35.18
76,13,99,38.22
82,19,95,36.52
77,12,95,38.52
74,14,99,38.63
71,14,95,35.56
92,14,95,35.18
99,12,99,36.76
76,18,97,38.33
85,15,100,36.1
100,18,93,37.88
86,20,100,38.21
84,19,98,35.06
75,13,99,35.81
95,20,96,37.02
94,13,95,36.31
76,16,99,38.2
78,14,96,36.96
96,16,95,36.49
81,19,97,35.43
81,14,96,37.33
98,19,95,38.41
92,17,100,36.35
72,12,96,37.8
73,17,100,36.39
81,14,94,35.97
80,13,96,38.25
73,17,95,35.83
80,14,94,38.51
72,20,95,38.09
90,17,93,38.04
90,16,95,35.71
83,14,96,37.54
74,13,96,37.27
72,18,97,37.87
99,14,94,36.54
84,14,96,35.68
83,19,100,35.12
84,20,100,36.98
90,18,96,37.75
91,17,95,35.95
95,17,99,36.07
75,19,95,37.23
81,16,94,37.36
74,16,98,36.9
92,15,99,38.51
86,15,94,36.13
94,13,99,36.94
87,15,96,36.65
97,12,94,38.97
85,15,98,37.97
79,14,94,36.52
87,18,93,38.24
96,15,94,37.14
90,17,100,37.07
79,17,96,36.52
94,19,94,37.26
83,18,100,37.6
86,15,99,38.73
73,12,99,38.69
95,19,93,35.89
85,15,94,38.69
82,12,98,37.66
74,18,99,38.78
93,20,96,36.27
81,12,94,38.97
92,19,100,38.72
72,14,95,35.01
98,20,93,38.32
79,20,96,35.32
98,17,99,35.59
100,19,96,37.78
82,17,98,37.25
81,16,94,37.78
93,13,93,37
88,18,97,35.28
99,16,98,35.1
85,13,99,36.05
81,12,94,35.65
100,13,96,35.09
90,12,100,37.75
73,18,98,36.68
100,13,95,37.22
92,17,100,35.52
70,15,100,36.77
73,14,94,37.39
83,13,97,38.23
92,16,94,38.68
96,18,95,38.11
84,18,97,35.99
84,15,100,38.53
93,17,94,37.45
78,20,93,37.65
76,15,96,37.43
82,14,93,37.35
89,14,99,36.78
87,16,96,36.54
73,13,98,35.98
89,13,98,38.21
76,12,98,37.18
83,18,93,36.27
77,16,93,38.48
100,20,100,37.91
98,14,97,38.36
71,17,95,37.26
73,16,98,35.55
74,17,96,38.22
77,14,93,35.12
97,16,96,36.5
93,15,100,35.51
90,12,95,38.46
83,13,100,38.09
74,15,95,37.66
89,13,99,37.53
99,20,93,35.15
89,15,97,36.16
75,19,100,36.79
99,15,93,36.82
94,17,99,35.88
79,13,99,36.9
88,15,97,38.38
94,20,94,35.32
96,15,93,36.86
81,15,94,38.61
70,15,94,35.07
90,17,98,38.14
86,19,97,35.11
76,20,96,38.23
72,17,97,35.23
94,17,98,37.27
72,17,96,38.44
78,17,95,35.45
94,19,93,35.38
78,13,95,37.18
82,20,97,35.13
86,13,93,37.18
92,15,98,35.81
100,17,96,35.45
95,13,94,36.54
82,13,100,35.27
84,14,93,37.58
91,15,93,35.04
81,13,100,35.06
100,15,95,37.79
72,15,99,36.14
71,12,94,36.77
71,12,98,36.53
84,19,99,36.5
75,18,93,36.33
95,14,99,37.48
81,18,99,35.97
75,14,93,35.78
76,15,94,35.94
98,12,97,38.7
89,17,99,38.67
79,14,96,37.95
72,12,97,37.58
95,17,100,37.01
89,18,98,36.18
90,15,96,37.43
71,20,94,38.62
96,13,100,35.18
70,15,93,36.14
83,20,97,35.81
79,19,100,37.9
82,16,98,38.59
81,19,98,38.5
90,19,99,37.73
89,18,95,38.69
79,17,100,37.41
97,17,98,36.77
100,16,100,35.18
82,15,99,38.61
89,17,99,38.29
82,13,99,36.3
78,13,95,35.42
71,16,97,35.35
88,20,96,37.38
99,13,98,36.31
93,14,98,37.12
92,17,95,35.88
75,15,94,35.18
99,15,100,35.47
96,19,95,38.82
87,18,99,37.24
76,16,93,36.41
87,14,94,36.91
83,14,99,37.5
83,12,97,35.88
70,12,99,35.44
98,14,94,35.61
96,13,98,37.63
72,17,100,38.71
73,14,97,36.69
87,16,95,36.92
83,17,95,35.84
71,15,98,38.17
76,13,95,37.64
98,16,95,35.84
97,15,93,35.22
81,17,96,36.53
89,14,95,38.07
90,19,98,37.33
83,16,96,37.72
98,17,100,37.46
72,17,98,37.02
88,19,97,35.51
83,16,99,37.53
98,13,93,37.77
94,15,98,38.72
74,13,96,38.63
70,13,100,37.24
96,19,94,37.34
92,20,96,37.06
83,18,95,36.66
83,12,99,38.2
96,16,98,36.61
97,19,99,36.36
98,19,100,37.58
83,16,94,35.37
75,14,97,38.58
79,14,94,37.05
89,20,100,37.05
95,14,97,37.44
87,17,97,36.65
80,16,96,36.43
87,20,100,36.83
80,13,97,35.69
72,14,99,35.98
83,13,97,37.55
91,14,100,36.66
90,18,95,37.36
85,13,100,38.51
100,19,98,37.62
95,13,93,37.9
88,19,99,35.69
97,15,99,38.26
89,12,99,37.62
75,18,94,36.74
70,19,95,38.23
72,14,98,38.74
99,13,97,38.21
89,19,94,38.96
78,19,95,38.91
85,19,98,37.04
100,15,97,36.9
90,20,95,36.37
72,20,97,37.88
79,15,99,37.22
87,17,97,36.99
100,15,94,35.34
86,15,100,38.5
83,18,93,36.04
74,18,95,37.67
89,12,100,37.44
92,13,97,37.44
96,13,100,37.63
96,14,99,35.56
87,15,94,36.79
86,12,97,37
81,17,96,37.12
77,12,96,36.18
87,15,95,38.72
89,14,99,35.64
76,19,96,36.59
79,14,99,35.44
80,12,99,36.63
81,14,94,36.7
86,12,99,38.11
87,17,93,37.94
82,16,94,39
100,20,94,35.12
76,14,99,36.09
86,19,97,35.07
85,17,100,35.92
73,16,93,36.33
78,20,95,37.33
83,20,100,37.43
87,14,96,37.12
73,19,93,35.43
94,12,95,35.09
88,19,94,36.99
98,12,93,35.49
76,13,98,37.96
83,14,94,36.47
86,17,95,37.72
95,18,100,38.39
75,12,99,36.17
91,13,93,38.22
76,12,97,36.71
90,17,99,36.03
70,14,97,36.52
98,18,95,38.75
93,15,98,38.49
90,15,100,38.33
95,20,94,37.99
78,14,98,36.53
91,16,98,37.83
83,20,94,37.1
71,13,94,36.58
88,20,96,38.11
74,18,99,35.49
76,17,99,35.62
77,16,98,35.32
91,16,98,38.83
92,12,95,38.45
87,16,96,37.52
76,20,94,36.24
91,12,95,37.51
99,13,95,37.17
79,14,94,36.89
92,19,100,36.24
72,14,99,35.46
83,13,95,36.62
78,19,100,35.05
78,16,98,37.58
86,17,94,36.23
74,12,99,35.94
99,15,99,38.89
74,15,94,37.25
73,16,94,35.71
90,18,95,37.69
84,18,99,38.7
81,20,99,36.05
95,19,94,38.19
90,20,99,35.95
73,15,99,37.3
87,17,98,36.36
92,17,96,38.81
75,15,100,37.65
79,18,97,37.06
76,13,94,35.48
85,13,93,37.48
95,14,98,37.07
77,14,94,38.12
70,14,94,36.99
80,17,97,38.48
76,15,94,38.94
95,13,99,36.86
82,13,100,36.22
73,13,95,35.49
75,12,96,36.71
85,14,96,38.49
77,15,94,38.05
91,13,93,38.73
78,12,99,36.81
72,18,94,36.51
74,17,99,36.89
94,17,95,38.55
70,15,94,36.72
98,20,97,36.8
94,12,94,35.1
81,19,95,36.02
80,16,97,37.22
77,14,95,37.97
89,20,93,35.89
73,20,96,35.45
86,16,100,38.95
86,14,97,38.9
87,15,94,37.01
84,16,99,37.25
93,12,98,37.24
70,12,95,37.49
82,17,99,37.9
78,14,98,38.25
93,17,94,38.9
76,13,95,37.25
97,14,97,37.86
89,17,94,36.01
96,16,94,36.68
98,17,96,36.66
96,18,95,38.12
86,15,100,37.45
94,20,95,37.43
89,18,96,38.53
100,18,98,37.26
78,14,96,38.78
81,14,100,37.45
97,20,93,38.24
97,19,98,37.88
88,20,94,37.06
86,19,98,38.74
70,16,100,38.04
75,13,96,37.88
98,17,100,36.39
70,19,100,38.11
74,13,95,36.57
90,19,96,37.1
73,17,96,38.28
70,15,93,38.46
81,16,99,37.61
73,19,97,36.7
71,18,96,36.77
90,12,97,36.55
81,18,95,35.7
77,17,94,38.8
73,18,95,36.57
78,14,99,36.01
72,18,95,37.57
98,12,98,38.64
94,20,100,35.3
87,13,93,36.69
84,16,98,37
98,16,93,37.56
76,16,94,35.86
80,14,100,36.35
85,14,93,37.06
77,13,93,35.45
80,12,98,35.22
97,16,94,35.42
70,15,94,37.25
83,15,96,36.06
93,13,100,35.94
74,18,97,36.01
90,18,93,35
84,14,100,35.94
81,12,93,35.39
83,13,94,38.96
73,15,96,36.3
80,12,93,37.77
96,12,95,37.29
98,14,96,38.17
84,20,95,36.15
70,18,98,38.23
85,17,99,35.45
97,20,93,38.09
96,15,94,36.14
95,13,95,35.36
97,20,93,37.14
75,20,93,36.97
73,12,96,38.65
83,20,100,38.17
88,13,95,36.31
84,18,95,36.92
100,17,97,37.78
90,18,97,35.53
83,16,94,37.55
80,18,93,36.14
79,14,94,35.09
97,15,94,37.29
90,19,98,35.31
93,13,99,37.6
81,19,94,35.57
98,18,97,35.46
75,13,96,37.08
78,14,97,37.5
81,20,94,37.61
91,19,94,37.54
71,16,98,37.48
82,16,96,35.35
74,12,98,38.1
95,16,96,37.76
83,15,100,36.7
93,15,96,35.3
82,18,98,38.65
72,20,97,37.88
95,18,99,37.66
86,17,99,36.39
75,19,98,38.87
96,19,100,38.61
89,20,94,35.38
91,13,93,37.85
72,15,96,35.02
85,17,95,38.13
99,14,93,38.94
75,12,99,36.37
77,14,93,36.33
92,16,98,35.41
100,20,93,38.49
82,20,96,37.9
100,12,94,37.89
71,15,98,38.25
91,13,97,36.8
98,17,98,36.43
76,12,94,37.15
79,14,93,36.93
83,18,97,35.05
93,19,98,35.02
87,19,96,38.56
83,20,99,37.2
73,17,98,38.32
94,15,96,37.91
92,17,100,37.17
71,20,93,37.88
86,18,99,36.51
77,18,98,35.83
84,19,93,37.32
82,20,100,38.88
80,12,97,35.3
83,17,96,38.23
88,12,99,37.71
93,16,96,35.03
96,14,93,36.56
75,16,95,36.37
83,20,99,36.34
73,14,94,37.51
85,19,97,38.79
71,20,95,38.53
78,20,93,38.22
82,20,95,35.13
79,19,96,36.49
87,15,93,36.01
75,15,97,37.33
79,15,94,36.54
95,16,93,35.49
73,14,97,35.81
70,15,100,38.6
95,14,93,35.82
72,17,100,37.78
83,16,100,35.05
85,17,93,36.08
85,13,93,35.4
76,12,94,35.11
91,13,93,37.55
78,15,97,36.75
80,16,99,37.22
74,16,97,38.89
89,16,96,35.11
80,15,93,36.96
73,13,98,38.48
99,15,93,36.79
70,19,100,36.98
82,18,94,37.63
76,17,97,37.41
87,12,95,36.29
80,18,95,36.46
77,19,97,35.75
71,19,100,38.12
95,18,94,38.21
93,17,100,38.33
88,20,99,37.67
95,16,96,36.73
97,18,94,38.3
98,14,95,38.56
70,13,100,38.49
78,16,96,37.01
85,20,93,38.08
77,18,99,37.33
98,20,94,37.94
74,15,96,35.29
91,17,99,36.32
74,14,94,35.92
80,20,93,37.36
72,18,94,37
75,14,99,35.14
79,17,97,36.54
77,14,97,35.71
93,15,97,36.95
77,16,96,38.14
95,19,98,37.72
97,18,98,35.25
95,16,98,35.28
88,19,96,37.9
94,18,94,35.74
98,14,99,36.99
91,20,97,37.26
76,20,98,35.89
100,12,94,38.1
98,16,99,35.34
85,20,100,38.91
80,19,95,38.94
95,14,95,38.66
80,20,98,36.22
78,17,95,36.09
92,14,100,37.73
86,12,98,35.37
92,12,98,37.27
80,17,95,37.59
82,19,93,38
77,13,93,37.61
89,19,99,37.69
76,15,100,38.09
93,17,96,35.62
98,20,99,36.3
87,15,94,37.19
90,19,100,35.71
88,19,95,35.53
86,13,100,35.94
74,14,95,35.36
77,12,97,38.72
85,16,99,37.98
83,17,97,37.36
84,18,96,38.15
81,14,96,38.43
99,18,93,37
94,19,93,37.43
91,19,97,38.38
92,20,98,36.3
76,14,97,36.08
79,16,95,36.5
80,14,97,36.43
99,14,95,37.4
82,14,96,35.3
80,12,98,35.45
73,19,98,36
76,12,97,36.01
73,20,97,35.78
75,16,99,37.56
71,12,93,37.89
74,16,100,38.89
86,19,93,36.24
71,19,99,37.03
91,16,98,38
86,13,96,36.29
77,13,100,38.49
90,12,99,35.54
96,14,98,38.25
72,17,96,35.16
88,17,100,36.2
83,18,97,36.74
86,14,93,35.97
97,17,100,38.48
73,19,100,36.47
83,18,94,38.56
75,15,96,36.35
100,16,95,38.26
100,15,99,36.41
73,20,100,38.69
71,14,95,38.33
75,12,98,38.7
70,17,99,37.55
86,17,97,37.59
98,14,98,35.22
98,20,93,35.63
87,19,95,37.03
73,14,95,35.98
87,15,95,38.35
90,13,95,35.66
86,17,99,36.2
98,13,98,36.96
70,18,98,38.21
90,17,100,37.97
83,18,93,38.48
88,19,97,35.34
92,14,95,36.27
84,19,96,38.82
92,20,95,37.21
87,15,99,36.11
83,20,94,35.54
89,20,93,37.37
76,14,98,37.1
99,20,96,35.62
87,15,93,38.25
82,20,93,37.67
87,15,94,35.98
77,17,96,35.76
76,18,93,37.42
71,20,95,35.14
76,12,99,35.62
82,19,100,36.33
80,12,95,35.05
80,13,94,35.2
92,17,94,35.83
71,19,93,36.61
100,15,97,36.22
98,20,99,38.94
90,13,94,38.98
81,19,93,36.99
94,16,94,38.64
99,16,94,38.07
100,15,97,37.44
80,15,96,35.54
97,17,100,37.91
83,13,95,36.29
82,12,98,35.26
90,13,98,35.44
98,19,98,35.08
83,12,94,38.2
71,14,99,35.49
81,17,95,36.98
88,15,95,38.52
85,18,97,36.65
76,13,93,35.98
71,16,100,36.69
79,13,93,35.45
70,16,99,38.14
87,13,95,37.31
94,16,93,36.2
75,20,96,36.56
79,14,98,36.39
91,18,97,38.2
99,14,93,38.31
87,16,96,36.96
84,15,95,36.71
81,14,96,36.92
73,12,100,36
97,20,96,38.25
92,20,95,35.3
82,12,97,35.03
77,18,98,36.47
74,19,100,35.12
90,16,93,38.84
100,20,93,38.11
72,13,94,35.56
87,12,93,36.82
84,14,99,35.75
85,17,97,36.26
88,17,99,38.96
80,16,94,37.77
99,20,97,35.48
98,20,100,36.47
91,14,95,37.76
100,16,94,37.19
92,20,93,37.73
87,16,98,35.73
79,14,95,37.08
95,13,98,35.54
85,12,96,37.55
89,13,93,37.17
77,19,100,37.97
89,17,97,36.84
70,14,98,38.44
75,17,93,35.05
83,19,98,35.83
88,15,98,35.35
73,14,96,36.67
91,19,97,37.65
74,20,93,35.51
79,18,96,37.05
79,20,94,38.68
76,14,97,37.65
72,14,94,36.67
100,14,99,36.7
82,13,94,36.12
87,17,100,35.79
87,12,99,38.31
84,13,93,35.81
92,20,99,36.31
91,18,93,35.56
90,16,96,36.64
79,20,98,38.64
86,13,94,37.48
95,16,99,35.93
79,20,98,36
83,20,98,37.58
83,12,95,36.38
99,16,100,35.76
83,13,93,38.18
84,14,95,37.76
73,17,98,36.33
94,14,100,37.87
91,12,100,37.05
74,14,93,36.88
94,20,98,37.7
82,14,93,36.67
76,16,96,38.57
79,18,96,38.85
77,17,100,38.13
70,18,97,36.11
98,19,95,37.24
73,13,98,35.47
76,13,100,36.61
90,20,95,37.87
88,13,97,37.75
79,19,96,38.55
76,16,98,38.07
89,14,97,38.6
79,15,96,35.5
99,13,96,37.67
86,14,98,35.8
98,15,99,35.39
98,16,96,36.27
73,13,95,35.12
100,14,94,37.55
96,12,96,36.12
90,19,100,38.23
91,14,100,36.78
89,13,94,35.99
83,20,95,36.74
78,13,97,37.03
85,15,98,36.3
87,13,95,37.8
98,16,95,37.91
97,13,96,35.99
70,15,97,38.98
84,13,96,38.48
76,18,97,38.49
94,13,96,38.65
94,19,99,37.28
80,20,97,35.4
75,14,94,38.8
92,16,95,37.79
87,19,93,36.18
79,20,93,35.28
77,14,94,38.65
100,20,94,36.85
89,18,96,36.86
96,18,97,37.99
77,19,100,37.01
87,15,99,38.79
81,13,95,38.16
86,13,98,38.51
79,12,100,36.79
78,19,96,35.89
84,18,93,37.26
89,20,97,38.62
77,14,100,36.2
93,18,93,37.19
71,14,94,36.93
98,13,98,38.01
92,17,97,36.97
86,13,94,38.61
96,18,95,35.32
100,20,94,37.46
80,13,95,37.26
98,16,100,38.34
90,15,99,35.98
78,14,100,36.61
76,19,95,35.92
73,19,95,38.5
71,16,95,38.7
77,13,96,37.56
99,15,99,36.81
96,13,100,38.3
89,16,95,36.87
96,17,94,35.52
76,13,95,38.21
83,12,100,36.6
99,17,98,36.59
74,16,95,38.09
98,13,99,35.84
99,17,99,35.97
92,13,99,38.35
88,14,95,38.68
100,15,93,35.33
89,17,95,38.38
74,19,99,35.71
96,19,96,37.98
72,18,96,37.25
89,16,98,36.08
75,19,96,36.21
85,17,99,37.46
100,18,98,36.98
94,17,99,35.6
77,19,93,35.15
72,15,97,38.88
92,12,99,38.93
96,14,100,35.96
89,16,98,37.33
71,18,94,35.37
90,15,93,37.01
96,15,98,35.79
81,15,98,37.32
77,12,99,38.29
70,14,97,37.29
81,15,99,36.55
70,16,93,35.6
96,19,99,35.76
83,14,100,36.48
75,20,99,37.16
72,17,95,36.89
79,13,98,36.02
93,15,95,38.59
81,13,98,38.89
89,19,94,38.96
93,12,99,37.12
84,14,93,38.49
76,20,99,36.49
94,12,97,37.06
96,17,98,37.82
96,17,99,36.66
92,18,95,35.21
75,12,98,36.96
76,15,98,37.72
78,17,94,35.81
77,12,94,38.04
79,19,97,35.24
92,19,100,37.05
84,20,93,38.02
95,18,97,36.39
79,15,98,35.04
97,19,96,38.71
100,13,93,37.7
94,16,95,38.22
100,19,99,35.72
88,13,95,37.23
82,20,98,37.66
84,17,98,37.67
80,14,98,38.3
97,17,95,37.25
76,15,100,37.77
99,18,98,38.69
76,20,99,36.11
97,18,95,36.4
83,20,96,35.76
81,13,99,35.09
73,16,96,36.95
98,18,96,36.98
92,17,96,37.51
75,15,95,38.21
76,18,98,35.05
96,16,93,36.92
75,20,100,37.23
75,17,99,36.63
92,13,100,37.29
98,13,99,37.74
89,16,98,37.48
98,13,95,36.68
80,16,97,36.29
92,16,93,35.44
80,14,98,35.18
94,18,96,36.93
95,15,98,35.94
73,15,100,35.47
95,16,96,36.29
73,14,98,38.32
73,19,96,36.92
74,17,99,38.88
86,17,97,38.27
77,18,98,35.15
80,16,97,36.96
100,13,93,36.95
96,15,94,37.91
96,12,97,38.88
75,14,94,37.89
98,20,100,37.89
76,19,99,37.1
99,16,93,36.44
80,20,94,37.75
75,16,98,38.19
84,18,97,36.83
72,17,97,37.17
86,17,94,36.71
72,18,100,35.96
87,14,96,36.93
70,20,93,35.42
90,15,98,38.46
93,20,95,36.97
96,18,100,35.24
91,17,98,38.18
81,13,96,36.41
97,12,96,37.21
91,17,94,36.11
88,18,95,35.63
91,12,99,37.03
85,15,99,36.46
95,16,98,37.71
72,20,93,35.88
85,12,98,38.53
73,12,98,35.06
96,12,98,37.53
100,20,99,38.19
78,15,97,37.96
83,13,99,36.68
71,13,95,38.89
81,17,100,37.91
72,18,99,38.4
76,16,98,38.92
72,17,96,37.96
91,17,97,37.67
79,12,97,38.65
73,13,97,38.99
72,13,97,36.81
72,18,93,38.11
72,20,95,36.6
90,15,96,36.61
88,14,95,37.28
73,18,98,37.7
98,16,97,35.38
76,14,97,35.23
70,20,95,37.04
83,19,100,35.24
95,15,95,38.2
77,18,99,38.57
96,13,95,35.34
87,20,95,37.63
84,15,98,35.88
89,17,96,35.51
70,15,96,35.05
79,12,93,38.33
100,17,95,36.12
85,20,98,38.36
89,17,99,35.59
93,14,97,37.25
80,20,94,38.41
70,14,94,36.98
71,14,100,36.7
74,15,93,36.44
73,16,94,38.08
99,15,93,35.93
70,16,97,36.15
78,12,98,38.84
97,19,96,35.67
86,16,100,38.02
93,16,95,36.59
100,13,99,36.51
84,17,94,35.93
93,19,99,37.23
99,20,97,36.59
85,20,98,38.78
71,15,96,38.46
70,12,98,37.97
85,19,95,36.12
96,15,98,37.48
92,20,93,37.95
75,19,94,35.31
75,16,96,38.15
98,20,97,36.66
80,18,96,35.26
70,16,98,36.49
98,13,98,35.54
74,12,94,37.82
75,12,94,37.77
89,16,96,35.25
72,16,97,37.91
94,14,93,37.54
72,12,97,37.75
89,19,96,35.05
78,13,100,35.9
81,13,99,36.58
75,20,95,36.14
91,15,94,35.97
95,20,95,38.39
89,15,100,35.47
92,12,96,35.15
93,17,95,37.13
99,15,95,38.01
82,13,95,37.92
94,15,100,36.01
92,19,97,38.15
71,15,93,38.62
98,15,98,38.11
92,15,97,37.17
94,17,94,36.08
73,20,94,38.73
100,16,94,36.85
79,19,93,38.95
90,15,98,36.34
75,15,96,37.2
91,17,94,37.57
81,15,100,36.15
85,20,94,37.16
82,14,94,35.87
74,20,96,36.32
96,16,95,38.84
74,17,96,37.13
72,13,99,35.72
72,18,93,35.71
70,12,99,36.16
74,14,96,36.59
77,12,97,37.04
83,18,96,36.54
87,12,97,35.73
72,17,93,36.62
85,19,98,37.06
92,18,99,38.2
91,12,100,35.65
94,14,95,36.26
82,19,100,38.69
81,14,95,37.53
99,12,100,35.53
